age,gender,place_type,hobby,climate,health_issues,selected_place
35,male,"['Religious', 'Historical']",['Sightseeing'],Tropical,"['Knee Pain', 'Back Pain']",Isurumuniya Temple
5,female,"['Beach', 'Eco-Tourism']",['Wildlife'],Tropical,[],Rekawa Beach
27,male,"['Scenic', 'Relaxation']",['Walking'],Tropical,['Swimming Difficulties'],Kandy Lake
17,female,"['Historical', 'Educational']",['Learning'],Tropical,[],Ratnaprasada
12,female,"['Beach', 'Cultural']",['Walking'],Tropical,[],Koggala Beach
70,female,"['Religious', 'Historical']",['Photography'],Tropical,[],Sri Maha Bodhi
13,male,"['Museum', 'Historical']",['Learning'],Tropical,[],Kandy National Museum
26,male,"['Educational', 'Agriculture']",['Nature Walks'],Cool,[],Pedro Tea Estate
54,male,"['Religious', 'Historical']",['Cultural Exploration'],Tropical,[],Mirisaweti Stupa
14,female,"['Beach', 'Photography']",['Swimming'],Tropical,[],Dalawella Beach
21,female,"['Historical', 'Educational']",['Cultural Exploration'],Tropical,[],Lovamahapaya
51,male,"['Historical', 'Nature']",['Walking'],Tropical,[],Ranmasu Uyana
53,female,"['Diving', 'Adventure']",['Marine Life'],Tropical,[],Great Basses Reef
56,male,"['Shopping', 'Cultural']",['Shopping'],Tropical,['Mobility Issues'],Kandy Market
52,male,['Museum'],['Learning'],Tropical,[],Ceylon Tea Museum
25,male,"['Beach', 'Relaxation']",['Sunbathing'],Tropical,[],Mawella Beach
37,female,"['Religious', 'Historical']",['Cultural Exploration'],Tropical,[],Lankarama
37,female,['Museum'],['Learning'],Tropical,[],Ceylon Tea Museum
55,female,"['Agriculture', 'Food']",['Food Tasting'],Cool,[],Nuwara Eliya Strawberry Farms
30,male,"['Beach', 'Adventure']",['Snorkeling'],Tropical,[],Secret Beach (Mirissa)
65,male,"['Sports', 'Recreation']",['Golf'],Cool,['Mobility Issues'],Nuwara Eliya Golf Club
28,male,"['Scenic', 'Viewpoint']",['Photography'],Cool,[],Nuwara Eliya Golf Course View Point
13,female,"['Historical', 'Nature']",['Hiking'],Tropical,[],Vessagiriya
22,female,"['Beach', 'Eco-Tourism']",['Wildlife'],Tropical,[],Rekawa Beach
79,female,"['Nature', 'Waterfall']",['Nature Walks'],Cool,[],St. Clair's Falls
34,female,"['Scenic', 'Viewpoint']",['Relaxation'],Cool,[],Nuwara Eliya Golf Course View Point
48,female,"['Nature', 'Waterfall']",['Nature Walks'],Cool,[],Ramboda Falls
56,male,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Abhayagiri Dagoba
35,female,"['Historic', 'Cultural']",['History'],Tropical,[],Galle Fort
24,male,"['Shopping', 'Cultural']",['Shopping'],Cool,[],Nuwara Eliya Market
79,female,"['Scenic', 'Viewpoint']",['Photography'],Cool,[],Single Tree Hill
33,male,['Natural Wonder'],['Geology'],Tropical,['Mobility Issues (rocky)'],Hummanaya Blowhole
39,female,"['Religious', 'Historical']",['Photography'],Tropical,[],Sri Maha Bodhi
75,male,"['Religious', 'Historical']",['Photography'],Tropical,"['Knee Pain', 'Back Pain']",Abhayagiri Dagoba
37,female,"['Religious', 'Historical']",['Photography'],Tropical,"['Knee Pain', 'Back Pain']",Ruwanwelisaya
55,female,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Sela Cetiya
43,male,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Thuparamaya
50,male,"['Religious', 'Historical']",['Photography'],Tropical,[],Sri Maha Bodhi
37,male,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ratnaprasada
17,male,"['Nature', 'Scenic']",['Photography'],Cool,['Mobility Issues'],Lovers Leap Waterfall
57,male,"['Beach', 'Relaxation']",['Kayaking'],Tropical,[],Mawella Beach
45,male,"['Religious', 'Historical']",['Photography'],Tropical,[],Isurumuniya Temple
56,female,"['Historical', 'Nature']",['Photography'],Tropical,"['Knee Pain', 'Back Pain']",Vessagiriya
66,male,['Historical'],['History'],Tropical,[],Commonwealth War Cemetery
38,male,"['Nature', 'Wildlife']",['Nature Exploration'],Cool,['Respiratory Issues'],Moon Plains
47,male,"['Wildlife', 'Safari']",['Birdwatching'],Dry Zone,[],Bundala National Park
59,male,"['Scenic', 'Viewpoint']",['Photography'],Cool,"['Heart Conditions', 'Mobility Issues']",Single Tree Hill
37,female,['Natural Wonder'],['Geology'],Tropical,['Mobility Issues (rocky)'],Hummanaya Blowhole
55,female,"['Beach', 'Cultural']",['Walking'],Tropical,[],Koggala Beach
42,female,"['Nature', 'Adventure']",['Hiking'],Tropical,['Asthma'],Udawattakele Forest Reserve
60,male,"['Sports', 'Historical']",['Photography'],Cool,[],Nuwara Eliya Race Course
17,male,"['Shopping', 'Entertainment']",['Shopping'],Tropical,[],Kandy City Center
44,female,"['Historical', 'Educational']",['Learning'],Tropical,[],Eth Pokuna
73,female,"['Educational', 'Nature']",['Nature Exploration'],Tropical,[],Kandy Spice Garden
21,male,"['Scenic', 'Viewpoint']",['Hiking'],Cool,[],Single Tree Hill
65,male,"['Educational', 'Nature']",['Learning'],Tropical,['Severe Allergies'],Kandy Spice Garden
45,female,['Historical'],['Relaxation'],Tropical,[],Royal Botanical Gardens
64,female,['Scenic'],['Photography'],Tropical,[],Kandy View Point
65,female,"['Nature', 'Waterfall']",['Photography'],Cool,['Mobility Issues'],Devon Falls
38,female,"['Nature', 'Scenic']",['Hiking'],Cool,[],Lovers Leap Waterfall
76,female,"['Agriculture', 'Food']",['Food Tasting'],Cool,[],Nuwara Eliya Strawberry Farms
18,female,"['Shopping', 'Cultural']",['Cultural Exploration'],Tropical,[],Kandy Market
70,female,"['Historical', 'Educational']",['Learning'],Tropical,[],Lovamahapaya
53,female,"['Scenic', 'Viewpoint']",['Photography'],Cool,[],Nuwara Eliya Golf Course View Point
44,female,"['Scenic', 'Relaxation']",['Boating'],Tropical,[],Kandy Lake
62,female,"['Historical', 'Educational']",['Learning'],Tropical,[],Lovamahapaya
36,female,"['Religious', 'Historical']",['Cultural Exploration'],Cool,[],Seetha Amman Temple
76,female,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Sela Cetiya
62,male,"['Nature', 'Waterfall']",['Photography'],Cool,[],Devon Falls
59,male,"['Religious', 'Historical']",['Photography'],Tropical,[],Sela Cetiya
46,female,"['Cultural', 'Shopping']",['Cultural Exploration'],Tropical,[],Kandy Arts & Crafts Center
43,male,"['Eco-Tourism', 'Wildlife']",['Birdwatching'],Tropical,[],Kalametiya Bird Sanctuary
26,female,"['Beach', 'Wildlife']",['Whale Watching'],Tropical,[],Mirissa Beach
72,female,['Historical'],['History'],Tropical,[],Kandy War Cemetery
11,male,"['Historical', 'Educational']",['Learning'],Tropical,[],Eth Pokuna
66,female,"['Scenic', 'Viewpoint']",['Photography'],Cool,"['Heart Conditions', 'Mobility Issues']",Single Tree Hill
32,male,"['Historical', 'Cultural']",['Sightseeing'],Cool,[],Nuwara Eliya City Tour
57,female,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Sela Cetiya
49,male,['Historical'],['Sightseeing'],Tropical,[],Commonwealth War Cemetery
69,male,"['Beach', 'Family']",['Relaxation'],Tropical,[],Polhena Beach
35,male,"['Historical', 'Educational']",['Cultural Exploration'],Tropical,[],Lovamahapaya
36,female,"['Beach', 'Wildlife']",['Whale Watching'],Tropical,[],Mirissa Beach
9,female,"['Nature', 'Waterfall']",['Nature Walks'],Cool,[],St. Clair's Falls
51,female,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Lankatilaka Temple
56,female,"['Scenic', 'Relaxation']",['Photography'],Cool,[],Gregory Lake
41,male,"['Educational', 'Museum']",['Learning'],Cool,[],Tea Factory & Tea Museum
62,female,"['Historical', 'Scenic']",['Walking'],Tropical,[],Kuttam Pokuna
43,male,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Isurumuniya Temple
5,male,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Lankatilaka Temple
18,male,"['Nature', 'Wildlife']",['Photography'],Cool,[],Moon Plains
8,female,"['Beach', 'Photography']",['Swimming'],Tropical,[],Dalawella Beach
35,male,['Historical'],['Relaxation'],Tropical,[],Royal Botanical Gardens
64,female,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Lankatilaka Temple
45,male,['Historical'],['Relaxation'],Tropical,[],Royal Botanical Gardens
41,male,"['Wildlife', 'Safari']",['Photography'],Dry Zone,[],Bundala National Park
43,female,"['Eco-Tourism', 'Wildlife']",['Birdwatching'],Tropical,[],Kalametiya Bird Sanctuary
34,female,"['Shopping', 'Cultural']",['Cultural Exploration'],Tropical,[],Kandy Market
39,female,"['Nature', 'Wildlife']",['Photography'],Cool,[],Moon Plains
46,male,"['Beach', 'Adventure']",['Exploration'],Tropical,[],Secret Beach (Mirissa)
45,male,"['Beach', 'Surfing']",['Cultural Photography'],Tropical,[],Weligama Bay
28,male,"['Religious', 'Historical']",['Sightseeing'],Tropical,['Mobility Issues'],Lankatilaka Temple
30,male,"['Sports', 'Historical']",['Photography'],Cool,[],Nuwara Eliya Race Course
22,female,"['Park', 'Nature']",['Relaxation'],Cool,[],Victoria Park
18,female,"['Adventure', 'Nature']",['Camping'],Cool,[],Hanthana Mountain Range
44,male,"['Historical', 'Nature']",['Walking'],Tropical,[],Ranmasu Uyana
51,male,['Museum'],['Tea Tasting'],Tropical,[],Ceylon Tea Museum
15,male,"['Educational', 'Agriculture']",['Tea Tasting'],Cool,['Mobility Issues'],Pedro Tea Estate
65,male,"['Nature', 'Wildlife']",['Photography'],Cool,['Respiratory Issues'],Moon Plains
68,female,"['Sports', 'Historical']",['Horse Racing'],Cool,[],Nuwara Eliya Race Course
38,female,"['Historic', 'Cultural']",['Photography'],Tropical,[],Galle Fort
11,male,['Historical'],['History'],Tropical,[],Kandy Garrison Cemetery
26,male,"['Historical', 'Nature']",['Relaxation'],Tropical,[],Ranmasu Uyana
36,male,"['Cultural', 'Shopping']",['Cultural Exploration'],Tropical,[],Kandy Arts & Crafts Center
40,female,"['Beach', 'Relaxation']",['Sunbathing'],Tropical,[],Mawella Beach
40,male,"['Recreation', 'Water Activities']",['Boating'],Cool,[],Lake Gregory Boating
18,male,"['Historical', 'Scenic']",['Photography'],Tropical,[],Kandy Railway Station
69,female,"['Religious', 'Historical']",['Photography'],Tropical,[],Ruwanwelisaya
77,female,"['Recreation', 'Water Activities']",['Boating'],Cool,[],Lake Gregory Boating
49,male,['Historical'],['History'],Tropical,[],Kandy War Cemetery
9,female,"['Recreation', 'Water Activities']",['Boating'],Cool,[],Lake Gregory Boating
29,male,"['Historical', 'Nature']",['Cultural Exploration'],Tropical,"['Knee Pain', 'Back Pain']",Vessagiriya
25,female,"['Beach', 'Scenic']",['Photography'],Tropical,[],Dickwella Beach
34,female,"['Museum', 'Educational']",['Sightseeing'],Tropical,[],Anuradhapura Archaeological Museum
76,female,"['Religious', 'Historical']",['Sightseeing'],Tropical,['Mobility Issues'],Lankatilaka Temple
16,female,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Lankarama
16,male,"['Scenic', 'Relaxation']",['Boating'],Tropical,[],Kandy Lake
30,male,"['Scenic', 'Relaxation']",['Walking'],Tropical,[],Kandy Lake
78,female,['Historical'],['Relaxation'],Tropical,[],Royal Botanical Gardens
41,male,"['Sports', 'Recreation']",['Relaxation'],Cool,[],Nuwara Eliya Golf Club
24,female,"['Beach', 'Wildlife']",['Photography'],Tropical,[],Mirissa Beach
79,female,"['Historical', 'Educational']",['Cultural Exploration'],Tropical,[],Eth Pokuna
44,female,"['Beach', 'Relaxation']",['Reading'],Tropical,[],Talpe Beach
17,female,"['Religious', 'Historical']",['Walking'],Tropical,[],Jetavanaramaya
56,female,"['Religious', 'Historical']",['Cultural Exploration'],Tropical,[],Isurumuniya Temple
73,male,"['Agriculture', 'Food']",['Food Tasting'],Cool,[],Nuwara Eliya Strawberry Farms
19,male,"['Educational', 'Agriculture']",['Nature Walks'],Cool,[],Pedro Tea Estate
72,female,"['Park', 'Nature']",['Relaxation'],Cool,['Severe Pollen Allergies'],Victoria Park
50,male,"['Nature', 'Garden']",['Nature Walks'],Cool,['Severe Pollen Allergies'],Hakgala Botanical Garden
59,female,"['Scenic', 'Relaxation']",['Boating'],Cool,[],Gregory Lake
23,male,['Historical'],['History'],Tropical,[],Commonwealth War Cemetery
5,female,"['Religious', 'Historical']",['Cultural Exploration'],Tropical,"['Knee Pain', 'Back Pain']",Abhayagiri Dagoba
31,male,"['Agriculture', 'Food']",['Food Tasting'],Cool,[],Nuwara Eliya Strawberry Farms
48,male,"['Educational', 'Museum']",['Tea Tasting'],Cool,[],Tea Factory & Tea Museum
56,male,"['Beach', 'Adventure']",['Hiking'],Tropical,['Mobility Issues'],Jungle Beach
21,male,"['Agriculture', 'Food']",['Photography'],Cool,[],Nuwara Eliya Strawberry Farms
18,female,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Lankarama
60,male,"['Historical', 'Scenic']",['Photography'],Tropical,[],Kandy Railway Station
29,female,"['Wildlife', 'Safari']",['Birdwatching'],Dry Zone,['Dust Allergies'],Bundala National Park
36,female,"['Historic', 'Cultural']",['History'],Tropical,['Mobility Issues (cobblestones)'],Galle Fort
16,female,"['Nature', 'Wildlife']",['Bird Watching'],Cool,[],Galway's Land National Park
13,male,"['Beach', 'Relaxation']",['Reading'],Tropical,[],Talpe Beach
66,female,"['Religious', 'Historical']",['Cultural Exploration'],Tropical,[],Samadhi Buddha Statue
68,male,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ratnaprasada
55,male,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Ruwanwelisaya
43,male,['Historical'],['History'],Tropical,[],Kandy War Cemetery
36,male,"['Recreation', 'Water Activities']",['Boating'],Cool,[],Lake Gregory Boating
28,female,"['Historical', 'Architecture']",['Photography'],Cool,[],Nuwara Eliya Post Office
68,male,"['Nature', 'Wildlife']",['Nature Walks'],Cool,[],Galway's Land National Park
65,female,"['Religious', 'Historical']",['Photography'],Tropical,[],Jetavanaramaya
40,male,"['Nature', 'Garden']",['Nature Walks'],Cool,['Severe Pollen Allergies'],Hakgala Botanical Garden
58,male,"['Museum', 'Educational']",['Sightseeing'],Tropical,[],Maha Vihara Museum
71,female,"['Nature', 'Waterfall']",['Nature Walks'],Cool,['Mobility Issues'],Devon Falls
19,male,"['Cultural', 'Hiking']",['History'],Tropical,[],Mulkirigala Rock Temple
54,female,"['Religious', 'Historical']",['Walking'],Tropical,"['Knee Pain', 'Back Pain']",Ruwanwelisaya
78,female,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Mirisaweti Stupa
41,female,"['Beach', 'Surfing']",['Cultural Photography'],Tropical,[],Weligama Bay
48,male,"['Sports', 'Historical']",['Photography'],Cool,[],Nuwara Eliya Race Course
34,male,"['Religious', 'Historical']",['Cultural Exploration'],Cool,[],Seetha Amman Temple
32,female,['Historical'],['History'],Tropical,[],Kandy Garrison Cemetery
39,female,"['Historical', 'Scenic']",['Photography'],Tropical,[],Kuttam Pokuna
20,female,['Historical'],['History'],Tropical,[],Kandy War Cemetery
54,male,"['Historical', 'Nature']",['Cultural Exploration'],Tropical,[],Vessagiriya
33,male,"['Historical', 'Scenic']",['Bird Watching'],Tropical,[],Basawakkulama Wewa
54,female,"['Historical', 'Cultural']",['Photography'],Cool,[],Nuwara Eliya City Tour
74,female,['Scenic'],['Sightseeing'],Tropical,[],Kandy View Point
49,male,"['Beach', 'Family']",['Relaxation'],Tropical,[],Polhena Beach
25,female,"['Educational', 'Museum']",['Tea Tasting'],Cool,[],Tea Factory & Tea Museum
33,female,['Scenic'],['Sightseeing'],Tropical,[],Kandy View Point
63,male,"['Religious', 'Historical']",['Photography'],Tropical,[],Gadaladeniya Temple
60,male,['Historical'],['History'],Tropical,[],Kandy War Cemetery
63,male,"['Scenic', 'Relaxation']",['Walking'],Tropical,[],Kandy Lake
25,female,"['Historical', 'Nature']",['Walking'],Tropical,[],Ranmasu Uyana
70,female,"['Nature', 'Waterfall']",['Nature Walks'],Cool,[],Devon Falls
29,male,"['Historical', 'Architecture']",['Photography'],Cool,[],Nuwara Eliya Post Office
24,female,"['Nature', 'Adventure']",['Bird Watching'],Tropical,['Asthma'],Udawattakele Forest Reserve
36,female,['Museum'],['Learning'],Tropical,[],Ceylon Tea Museum
26,male,"['Educational', 'Nature']",['Learning'],Tropical,[],Kandy Spice Garden
40,female,"['Nature', 'Adventure']",['Hiking'],Tropical,['Asthma'],Udawattakele Forest Reserve
15,female,"['Cultural', 'Hiking']",['Photography'],Tropical,['Mobility Issues (steep climb)'],Mulkirigala Rock Temple
55,male,['Historical'],['Photography'],Tropical,[],Kandy Garrison Cemetery
58,female,"['Recreation', 'Water Activities']",['Relaxation'],Cool,[],Lake Gregory Boating
44,female,"['Eco-Tourism', 'Wildlife']",['Kayaking'],Tropical,[],Kalametiya Bird Sanctuary
20,male,"['Religious', 'Historical']",['Photography'],Tropical,[],Sri Maha Bodhi
76,female,"['Religious', 'Historical']",['Photography'],Tropical,[],Abhayagiri Dagoba
14,male,"['Wildlife', 'Safari']",['Birdwatching'],Dry Zone,['Dust Allergies'],Bundala National Park
9,male,"['Religious', 'Historical']",['Photography'],Tropical,[],Lankatilaka Temple
66,male,"['Educational', 'Museum']",['Tea Tasting'],Cool,[],Tea Factory & Tea Museum
52,male,"['Scenic', 'Relaxation']",['Boating'],Tropical,[],Kandy Lake
77,female,"['Sports', 'Historical']",['Horse Racing'],Cool,[],Nuwara Eliya Race Course
57,female,"['Beach', 'Relaxation']",['Walking'],Tropical,[],Talpe Beach
55,female,"['Wildlife', 'Safari']",['Photography'],Dry Zone,['Dust Allergies'],Bundala National Park
42,male,"['Wildlife', 'Safari']",['Photography'],Dry Zone,['Dust Allergies'],Bundala National Park
11,female,"['Historical', 'Scenic']",['Sightseeing'],Tropical,[],Kuttam Pokuna
14,female,"['Beach', 'Photography']",['Instagram'],Tropical,[],Dalawella Beach
76,male,"['Historic', 'Cultural']",['History'],Tropical,[],Galle Fort
63,male,"['Scenic', 'Relaxation']",['Photography'],Cool,[],Gregory Lake
67,female,"['Nature', 'Garden']",['Nature Walks'],Cool,[],Hakgala Botanical Garden
61,male,"['Shopping', 'Cultural']",['Cultural Exploration'],Cool,['Mobility Issues'],Nuwara Eliya Market
47,male,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Embekka Devalaya
23,male,"['Religious', 'Historical']",['Cultural Exploration'],Tropical,[],Sri Maha Bodhi
30,male,"['Historical', 'Cultural']",['Photography'],Cool,[],Nuwara Eliya City Tour
10,male,"['Nature', 'Waterfall']",['Nature Walks'],Cool,['Mobility Issues'],Devon Falls
41,female,"['Beach', 'Wildlife']",['Photography'],Tropical,[],Mirissa Beach
41,female,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Lankatilaka Temple
30,female,"['Historical', 'Scenic']",['Bird Watching'],Tropical,[],Tissa Wewa
21,male,"['Shopping', 'Cultural']",['Cultural Exploration'],Tropical,[],Kandy Market
6,female,"['Wildlife', 'Safari']",['Birdwatching'],Dry Zone,[],Bundala National Park
20,female,['Scenic'],['Sightseeing'],Tropical,[],Kandy View Point
6,male,"['Religious', 'Historical']",['Photography'],Tropical,[],Mirisaweti Stupa
45,male,"['Nature', 'Adventure']",['Hiking'],Tropical,[],Udawattakele Forest Reserve
15,female,"['Scenic', 'Viewpoint']",['Photography'],Cool,[],Nuwara Eliya Golf Course View Point
51,male,"['Eco-Tourism', 'Wildlife']",['Birdwatching'],Tropical,[],Kalametiya Bird Sanctuary
33,male,"['Agriculture', 'Food']",['Photography'],Cool,[],Nuwara Eliya Strawberry Farms
70,male,"['Shopping', 'Cultural']",['Cultural Exploration'],Cool,[],Nuwara Eliya Market
76,female,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Thuparamaya
43,male,"['Beach', 'Scenic']",['Photography'],Tropical,[],Dickwella Beach
15,male,"['Shopping', 'Cultural']",['Cultural Exploration'],Cool,[],Nuwara Eliya Market
40,female,"['Scenic', 'Relaxation']",['Boating'],Cool,[],Gregory Lake
73,female,"['Beach', 'Wildlife']",['Photography'],Tropical,[],Mirissa Beach
35,female,"['Historical', 'Educational']",['Cultural Exploration'],Tropical,[],Ratnaprasada
13,male,"['Beach', 'Family']",['Snorkeling'],Tropical,[],Polhena Beach
33,male,"['Religious', 'Scenic']",['Sightseeing'],Tropical,[],Bahirawakanda Vihara Buddha Statue
45,female,"['Religious', 'Historical']",['Photography'],Tropical,[],Lankarama
13,male,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ratnaprasada
64,female,"['Religious', 'Historical']",['Photography'],Tropical,[],Sela Cetiya
42,female,"['Beach', 'Family']",['Snorkeling'],Tropical,[],Polhena Beach
38,female,"['Historic', 'Cultural']",['History'],Tropical,['Mobility Issues (cobblestones)'],Galle Fort
10,female,"['Historical', 'Nature']",['Photography'],Tropical,"['Knee Pain', 'Back Pain']",Vessagiriya
21,female,['Natural Wonder'],['Photography'],Tropical,[],Hummanaya Blowhole
44,male,"['Recreation', 'Water Activities']",['Relaxation'],Cool,[],Lake Gregory Boating
41,male,"['Nature', 'Wildlife']",['Nature Walks'],Cool,[],Galway's Land National Park
68,female,"['Historical', 'Scenic']",['Sightseeing'],Tropical,[],Basawakkulama Wewa
55,female,['Museum'],['Learning'],Tropical,[],Ceylon Tea Museum
31,female,"['Religious', 'Historical']",['Walking'],Tropical,[],Lankarama
36,female,"['Religious', 'Historical']",['Photography'],Tropical,[],Jetavanaramaya
57,male,['Historical'],['Sightseeing'],Tropical,[],Commonwealth War Cemetery
50,male,"['Religious', 'Historical']",['Photography'],Tropical,[],Embekka Devalaya
59,female,"['Beach', 'Photography']",['Instagram'],Tropical,[],Dalawella Beach
62,female,"['Museum', 'Educational']",['Learning'],Tropical,[],Maha Vihara Museum
22,male,"['Beach', 'Scenic']",['Relaxation'],Tropical,[],Dickwella Beach
16,female,"['Religious', 'Historical']",['Cultural Exploration'],Tropical,[],Ruwanwelisaya
63,female,"['Cultural', 'Shopping']",['Shopping'],Tropical,[],Kandy Arts & Crafts Center
24,male,"['Beach', 'Romantic']",['Sunbathing'],Tropical,[],Tangalle Beach
11,male,"['Historical', 'Cultural']",['Photography'],Cool,[],Nuwara Eliya City Tour
19,male,"['Historical', 'Nature']",['Photography'],Tropical,[],Ranmasu Uyana
60,male,['Natural Wonder'],['Geology'],Tropical,[],Hummanaya Blowhole
16,male,"['Beach', 'Surfing']",['Yoga'],Tropical,[],Hiriketiya Beach
48,male,"['Nature', 'Wildlife']",['Nature Exploration'],Cool,['Respiratory Issues'],Moon Plains
10,male,"['Historical', 'Architecture']",['History'],Cool,[],Nuwara Eliya Post Office
19,male,"['Nature', 'Garden']",['Nature Walks'],Cool,[],Hakgala Botanical Garden
76,male,['Scenic'],['Photography'],Tropical,[],Kandy View Point
79,male,"['Cultural', 'Entertainment']",['Cultural Exploration'],Tropical,['Hearing Impairments'],Kandy Cultural Show
27,male,"['Agriculture', 'Food']",['Food Tasting'],Cool,[],Nuwara Eliya Strawberry Farms
50,male,['Historical'],['Photography'],Tropical,[],Kandy War Cemetery
64,male,"['Scenic', 'Viewpoint']",['Photography'],Cool,[],Single Tree Hill
48,female,"['Wildlife', 'Safari']",['Photography'],Dry Zone,[],Bundala National Park
48,male,"['Museum', 'Educational']",['Learning'],Tropical,[],Anuradhapura Archaeological Museum
69,female,"['Shopping', 'Cultural']",['Cultural Exploration'],Cool,[],Nuwara Eliya Market
18,female,"['Religious', 'Historical']",['Sightseeing'],Tropical,"['Knee Pain', 'Back Pain']",Abhayagiri Dagoba
44,male,"['Eco-Tourism', 'Wildlife']",['Birdwatching'],Tropical,[],Kalametiya Bird Sanctuary
70,male,"['Wildlife', 'Safari']",['Photography'],Dry Zone,[],Bundala National Park
60,male,"['Nature', 'Adventure']",['Bird Watching'],Tropical,[],Udawattakele Forest Reserve
70,female,"['Beach', 'Relaxation']",['Sunbathing'],Tropical,[],Mawella Beach
16,female,"['Religious', 'Historical']",['Walking'],Tropical,[],Mirisaweti Stupa
73,male,"['Park', 'Nature']",['Bird Watching'],Cool,[],Victoria Park
8,female,"['Adventure', 'Nature']",['Hiking'],Cool,"['Heart Conditions', 'Respiratory Issues', 'Joint Problems']",Hanthana Mountain Range
27,male,"['Scenic', 'Relaxation']",['Photography'],Cool,[],Gregory Lake
71,male,"['Religious', 'Historical']",['Cultural Exploration'],Tropical,[],Jetavanaramaya
65,male,"['Cultural', 'Entertainment']",['Photography'],Tropical,[],Kandy Cultural Show
44,female,"['Shopping', 'Entertainment']",['Dining'],Tropical,[],Kandy City Center
52,female,"['Historical', 'Scenic']",['Bird Watching'],Tropical,[],Tissa Wewa
42,male,"['Beach', 'Family']",['Relaxation'],Tropical,[],Polhena Beach
48,female,['Museum'],['Learning'],Tropical,[],Ceylon Tea Museum
11,male,"['Adventure', 'Nature']",['Hiking'],Cool,[],Hanthana Mountain Range
17,female,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Lankatilaka Temple
59,male,"['Religious', 'Historical']",['Photography'],Tropical,[],Gadaladeniya Temple
18,female,"['Beach', 'Scenic']",['Photography'],Tropical,[],Dickwella Beach
11,male,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Lankarama
29,male,"['Beach', 'Eco-Tourism']",['Wildlife'],Tropical,[],Rekawa Beach
63,female,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Sela Cetiya
59,male,"['Nature', 'Waterfall']",['Photography'],Cool,[],Devon Falls
15,male,"['Scenic', 'Relaxation']",['Boating'],Cool,[],Gregory Lake
26,female,"['Beach', 'Cultural']",['Walking'],Tropical,[],Koggala Beach
7,male,"['Beach', 'Relaxation']",['Reading'],Tropical,[],Talpe Beach
31,male,"['Beach', 'Surfing']",['Surfing'],Tropical,['Non-swimmers'],Hiriketiya Beach
7,female,"['Religious', 'Historical']",['Photography'],Tropical,['Back Pain'],Temple of the Tooth
21,male,['Historical'],['Photography'],Tropical,[],Kandy War Cemetery
51,male,"['Religious', 'Historical']",['Sightseeing'],Tropical,['Mobility Issues'],Lankatilaka Temple
18,male,"['Educational', 'Museum']",['Tea Tasting'],Cool,[],Tea Factory & Tea Museum
62,male,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Jetavanaramaya
24,male,"['Museum', 'Historical']",['History'],Tropical,[],Kandy National Museum
41,female,['Scenic'],['Sightseeing'],Tropical,[],Kandy View Point
46,male,"['Beach', 'Adventure']",['Hiking'],Tropical,['Mobility Issues'],Jungle Beach
46,male,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Lankatilaka Temple
66,male,"['Park', 'Nature']",['Bird Watching'],Cool,['Severe Pollen Allergies'],Victoria Park
16,female,"['Museum', 'Educational']",['Learning'],Tropical,[],Anuradhapura Archaeological Museum
5,male,"['Historical', 'Scenic']",['Photography'],Tropical,[],Kandy Railway Station
37,female,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Lankatilaka Temple
72,female,['Scenic'],['Sightseeing'],Tropical,[],Kandy View Point
34,female,"['Diving', 'Adventure']",['Marine Life'],Tropical,[],Great Basses Reef
72,male,"['Religious', 'Historical']",['Sightseeing'],Tropical,"['Knee Pain', 'Back Pain']",Isurumuniya Temple
49,male,"['Beach', 'Adventure']",['Snorkeling'],Tropical,['Mobility Issues'],Jungle Beach
37,male,"['Religious', 'Historical']",['Photography'],Tropical,[],Embekka Devalaya
20,female,"['Religious', 'Historical']",['Photography'],Tropical,['Back Pain'],Temple of the Tooth
11,female,"['Beach', 'Scenic']",['Photography'],Tropical,[],Dickwella Beach
20,male,"['Historical', 'Nature']",['Relaxation'],Tropical,[],Ranmasu Uyana
